以色列小马哥,1156000,147000,未知,2018年7月份从《大连》来到以色列，在以色列餐厅做厨师！只为了以后给家人创造更好的生活！有问题可私信v！我是从大连公司来的以色列，具体哪一家，请私信联系我！最近发现在抖音和其他社交媒体有大连和大连以为地区的骗子公司盗用我的视频和图片进行欺骗！大家千万小心谨慎，不要被骗！出国不容易，谨慎谨慎！！！如有发现，请联系我！！！谢谢！！！
新闻启示录,7,16194000,福建电视台新闻评论部官方抖音账号,可爱的你 关注着我 福建综合频道20:04播出
看看新闻Knews,2,19769000,看看新闻官方抖音号,天下大事，看东方卫视
音乐夫妇Yonina,5801000,1366000,抖音音乐人,翻唱《One Day》原作者酷音乐: 音乐夫妇Yonina/合作v: Bridgeabby商务:qianpai1010(非本人)wx联系我：B2020005谢谢大家喜欢我们的翻唱和原创作品
@东南亚亮哥,3710000,248000,未知,文明观看 理性评论感谢关注
